n_interven,personaje,texto,jornada,versos,n_versos
61,ESTRELLA,"    Vuestra Alteza, señor, sea
muchas veces bien venido
al dosel, que agradecido
le recibe y le desea,
    adonde, a pesar de engaños, 
viva augusto y eminente,
donde su vida se cuente
por siglos, y no por años.",2,"['    Vuestra Alteza, señor, sea', 'muchas veces bien venido', 'al dosel, que agradecido', 'le recibe y le desea,', '    adonde, a pesar de engaños, ', 'viva augusto y eminente,', 'donde su vida se cuente', 'por siglos, y no por años.']",8
62,SEGISMUNDO,"    Dime tú agora, ¿quién es
esta beldad soberana? 
¿Quién es esta diosa humana,
a cuyos divinos pies
    postra el cielo su arrebol?
¿Quién es esta mujer bella?",2,"['    Dime tú agora, ¿quién es', 'esta beldad soberana? ', '¿Quién es esta diosa humana,', 'a cuyos divinos pies', '    postra el cielo su arrebol?', '¿Quién es esta mujer bella?']",6
63,CLARÍN,"Es, señor, tu prima Estrella. ",2,"['Es, señor, tu prima Estrella. ']",1
64,SEGISMUNDO,"Mejor dijeras el sol.
    Aunque el parabién es bien
darme del bien que conquisto,
de sólo haberos hoy visto
os admito el parabién; 
    y así, del llegarme a ver
con el bien que no merezco,
el parabién agradezco,
Estrella; que amanecer
    podéis, y dar alegría 
al más luciente farol.
¿Qué dejáis que hacer al sol
si os levantáis con el día?
    Dadme a besar vuestra mano,
en cuya copa de nieve 
el aura candores bebe.",2,"['Mejor dijeras el sol.', '    Aunque el parabién es bien', 'darme del bien que conquisto,', 'de sólo haberos hoy visto', 'os admito el parabién; ', '    y así, del llegarme a ver', 'con el bien que no merezco,', 'el parabién agradezco,', 'Estrella; que amanecer', '    podéis, y dar alegría ', 'al más luciente farol.', '¿Qué dejáis que hacer al sol', 'si os levantáis con el día?', '    Dadme a besar vuestra mano,', 'en cuya copa de nieve ', 'el aura candores bebe.']",16
65,ESTRELLA,Sed más galán cortesano.,2,['Sed más galán cortesano.'],1
66,ASTOLFO," (Aparte.)  
    Si él toma la mano, yo
soy perdido.",2,"[' (Aparte.)  ', '    Si él toma la mano, yo', 'soy perdido.']",3
67,[CRIADO] 2.º," (Aparte.)  

El pesar sé
de Astolfo, y le estorbaré. 
Advierte, señor, que no
    es justo atreverte así,
y estando Astolfo...",2,"[' (Aparte.)  ', 'El pesar sé', 'de Astolfo, y le estorbaré. ', 'Advierte, señor, que no', '    es justo atreverte así,', 'y estando Astolfo...']",6
68,SEGISMUNDO,"¿No digo
que vos no os metáis conmigo?",2,"['¿No digo', 'que vos no os metáis conmigo?']",2
69,[CRIADO] 2.º,Digo lo que es justo.,2,['Digo lo que es justo.'],1
70,SEGISMUNDO,"A mí

    todo eso me causa enfado.
Nada me parece justo
en siendo contra mi gusto.",2,"['A mí', '    todo eso me causa enfado.', 'Nada me parece justo', 'en siendo contra mi gusto.']",4
71,[CRIADO] 2.º,"Pues yo, señor, he escuchado
    de ti que en lo justo es bien 
obedecer y servir.",2,"['Pues yo, señor, he escuchado', '    de ti que en lo justo es bien ', 'obedecer y servir.']",3
72,SEGISMUNDO,"También oíste decir
que por un balcón, a quien
    me canse, sabré arrojar.",2,"['También oíste decir', 'que por un balcón, a quien', '    me canse, sabré arrojar.']",3
73,[CRIADO] 2.º,"Con los hombres como yo 
no puede hacerse eso.",2,"['Con los hombres como yo ', 'no puede hacerse eso.']",2
74,SEGISMUNDO,"¿No?
¡Por Dios, que lo he de probar!",2,"['¿No?', '¡Por Dios, que lo he de probar!']",2
75,ASTOLFO,    ¿Qué es esto que llego a ver?,2,['    ¿Qué es esto que llego a ver?'],1
76,ESTRELLA,"Llegad todos a ayudar.
 (Vase.)  ",2,"['Llegad todos a ayudar.', ' (Vase.)  ']",2
77,SEGISMUNDO,"Cayó del balcón al mar. 
¡Vive Dios que pudo ser!",2,"['Cayó del balcón al mar. ', '¡Vive Dios que pudo ser!']",2
78,ASTOLFO,"    Pues medid con más espacio
vuestras acciones severas;
que lo q[ue] hay de hombres a fieras
hay desde un monte a palacio. ",2,"['    Pues medid con más espacio', 'vuestras acciones severas;', 'que lo q[ue] hay de hombres a fieras', 'hay desde un monte a palacio. ']",4
79,SEGISMUNDO,"    Pues en dando tan severo
en hablar con entereza,
quizá no hallaréis cabeza
en que se os tenga el sombrero.",2,"['    Pues en dando tan severo', 'en hablar con entereza,', 'quizá no hallaréis cabeza', 'en que se os tenga el sombrero.']",4
80,BASILIO,    ¿Qué ha sido esto?,2,['    ¿Qué ha sido esto?'],1
81,SEGISMUNDO,"Nada ha sido.

A un hombre que me ha cansado
de ese balcón he arrojado.",2,"['Nada ha sido.', 'A un hombre que me ha cansado', 'de ese balcón he arrojado.']",3
82,CLARÍN,Que es el Rey está advertido.,2,['Que es el Rey está advertido.'],1
83,BASILIO,"    ¿Tan presto una vida cuesta
tu venida el primer día? ",2,"['    ¿Tan presto una vida cuesta', 'tu venida el primer día? ']",2
84,SEGISMUNDO,"Díjome que no podía
hacerse, y gané la apuesta.",2,"['Díjome que no podía', 'hacerse, y gané la apuesta.']",2
85,BASILIO,"    Pésame mucho que cuando,
Príncipe, a verte he venido,
pensando hallarte advertido, 
de hados y estrellas triunfando,
    con tanto rigor te vea,
y que la primera acción

que has hecho en esta ocasión
un grave homicidio sea. 
    ¿Con qué amor llegar podré
a darte agora mis brazos,
si de sus soberbios lazos,
que están enseñados sé
    a dar muerte? ¿Quién llegó 
a ver desnudo el puñal
que dio una herida mortal,
que no temiese? ¿Quién vio
    sangriento el lugar, adonde
a otro hombre dieron muerte, 
que no sienta? Que el más fuerte
a su natural responde.
    Yo así, que en tus brazos miro
desta muerte el instrumento,
y miro el lugar sangriento 
de tus brazos me retiro;
    y, aunque en amorosos lazos
ceñir tu cuello pensé,
sin ellos me volveré,
que tengo miedo a tus brazos. ",2,"['    Pésame mucho que cuando,', 'Príncipe, a verte he venido,', 'pensando hallarte advertido, ', 'de hados y estrellas triunfando,', '    con tanto rigor te vea,', 'y que la primera acción', 'que has hecho en esta ocasión', 'un grave homicidio sea. ', '    ¿Con qué amor llegar podré', 'a darte agora mis brazos,', 'si de sus soberbios lazos,', 'que están enseñados sé', '    a dar muerte? ¿Quién llegó ', 'a ver desnudo el puñal', 'que dio una herida mortal,', 'que no temiese? ¿Quién vio', '    sangriento el lugar, adonde', 'a otro hombre dieron muerte, ', 'que no sienta? Que el más fuerte', 'a su natural responde.', '    Yo así, que en tus brazos miro', 'desta muerte el instrumento,', 'y miro el lugar sangriento ', 'de tus brazos me retiro;', '    y, aunque en amorosos lazos', 'ceñir tu cuello pensé,', 'sin ellos me volveré,', 'que tengo miedo a tus brazos. ']",28
86,SEGISMUNDO,"    Sin ellos me podré estar
como me he estado hasta aquí,
que un padre que contra mí
tanto rigor sabe usar
    que con condición ingrata 
de su lado me desvía,
como a una fiera me cría
y como a un monstruo me trata,
    y mi muerte solicita,
de poca importancia fue 
que los brazos no me dé,
cuando el ser de ho[m]bre me quita.",2,"['    Sin ellos me podré estar', 'como me he estado hasta aquí,', 'que un padre que contra mí', 'tanto rigor sabe usar', '    que con condición ingrata ', 'de su lado me desvía,', 'como a una fiera me cría', 'y como a un monstruo me trata,', '    y mi muerte solicita,', 'de poca importancia fue ', 'que los brazos no me dé,', 'cuando el ser de ho[m]bre me quita.']",12
87,BASILIO,"    Al cielo y a Dios pluguiera
que a dártele no llegara;
pues ni tu voz escuchara, 
ni tu atrevimiento viera.",2,"['    Al cielo y a Dios pluguiera', 'que a dártele no llegara;', 'pues ni tu voz escuchara, ', 'ni tu atrevimiento viera.']",4
88,SEGISMUNDO,"    Si no me le hubieras dado,
no me quejara de ti;
pero una vez dado, sí
por habérmele quitado; 
    que aunque el dar el acción es
más noble y más singular,
es mayor bajeza dar,
para quitarlo después.",2,"['    Si no me le hubieras dado,', 'no me quejara de ti;', 'pero una vez dado, sí', 'por habérmele quitado; ', '    que aunque el dar el acción es', 'más noble y más singular,', 'es mayor bajeza dar,', 'para quitarlo después.']",8
89,BASILIO,"    ¡Bien me agradeces el verte, 
de un humilde y pobre preso,
príncipe ya!",2,"['    ¡Bien me agradeces el verte, ', 'de un humilde y pobre preso,', 'príncipe ya!']",3
90,SEGISMUNDO,"Pues en eso
¿qué tengo que agradecerte?
    Tirano de mi albedrío,
si viejo y caduco estás 
muriéndote, ¿qué me das?
¿Dasme más de lo que es mío?
    Mi padre eres y mi rey;
luego toda esta grandeza
me da la naturaleza 
por derechos de su ley.
    Luego, aunq[ue] esté en este estado,
obligado no te quedo,
y pedirte cuentas puedo
del tiempo que me has quitado 
    libertad, vida y honor;
y así, agradéceme a mí
que yo no cobre de ti,
pues eres tú mi deudor.",2,"['Pues en eso', '¿qué tengo que agradecerte?', '    Tirano de mi albedrío,', 'si viejo y caduco estás ', 'muriéndote, ¿qué me das?', '¿Dasme más de lo que es mío?', '    Mi padre eres y mi rey;', 'luego toda esta grandeza', 'me da la naturaleza ', 'por derechos de su ley.', '    Luego, aunq[ue] esté en este estado,', 'obligado no te quedo,', 'y pedirte cuentas puedo', 'del tiempo que me has quitado ', '    libertad, vida y honor;', 'y así, agradéceme a mí', 'que yo no cobre de ti,', 'pues eres tú mi deudor.']",18
91,BASILIO,"    Bárbaro eres y atrevido; 
cumplió su palabra el cielo;
y así, para él mismo apelo,
soberbio, desvanecido.
    Y aunque sepas ya quién eres,
y desengañado estés, 
y aunque en un lugar te ves
donde a todos te prefieres,
    mira bien lo que te advierto:

que seas humilde y blando,
porque quizá estás soñando, 
aunque ves que estás despierto.
 (Vase.)  ",2,"['    Bárbaro eres y atrevido; ', 'cumplió su palabra el cielo;', 'y así, para él mismo apelo,', 'soberbio, desvanecido.', '    Y aunque sepas ya quién eres,', 'y desengañado estés, ', 'y aunque en un lugar te ves', 'donde a todos te prefieres,', '    mira bien lo que te advierto:', 'que seas humilde y blando,', 'porque quizá estás soñando, ', 'aunque ves que estás despierto.', ' (Vase.)  ']",13
92,SEGISMUNDO,"    ¿Que quizá soñando estoy,
aunque despierto me veo?
No sueño, pues toco y creo
lo que he sido y lo que soy. 
    Y aunque agora te arrepientas,
poco remedio tendrás;
sé quién soy, y no podrás,
aunque suspires y sientas,
    quitarme el haber nacido 
desta corona heredero;
y si me viste primero
a las prisiones rendido,
    fue porque ignoré quién era.
Pero ya informado estoy 
de quién soy; y sé que soy
un compuesto de hombre y fiera.",2,"['    ¿Que quizá soñando estoy,', 'aunque despierto me veo?', 'No sueño, pues toco y creo', 'lo que he sido y lo que soy. ', '    Y aunque agora te arrepientas,', 'poco remedio tendrás;', 'sé quién soy, y no podrás,', 'aunque suspires y sientas,', '    quitarme el haber nacido ', 'desta corona heredero;', 'y si me viste primero', 'a las prisiones rendido,', '    fue porque ignoré quién era.', 'Pero ya informado estoy ', 'de quién soy; y sé que soy', 'un compuesto de hombre y fiera.']",16
93,ROSAURA,"Siguiendo a Estrella vengo,
y gran temor de hallar a Astolfo tengo;
que Clotaldo desea 
que no sepa quién soy, y no me vea,
porque dice que importa al honor mío;
y de Clotaldo fío
su efeto; pues le debo agradecida
aquí el amparo de mi honor y vida. ",2,"['Siguiendo a Estrella vengo,', 'y gran temor de hallar a Astolfo tengo;', 'que Clotaldo desea ', 'que no sepa quién soy, y no me vea,', 'porque dice que importa al honor mío;', 'y de Clotaldo fío', 'su efeto; pues le debo agradecida', 'aquí el amparo de mi honor y vida. ']",8
94,CLARÍN,"¿Qué es lo que te ha agradado
más de cuanto hoy has visto y admirado?",2,"['¿Qué es lo que te ha agradado', 'más de cuanto hoy has visto y admirado?']",2
95,SEGISMUNDO,"Nada me ha suspendido,
que todo lo tenía prevenido;
mas si admirar hubiera 
algo en el mundo, la hermosura fuera

de la mujer. Leía
una vez en los libros que tenía,
que lo que a Dios mayor estudio debe
era el hombre, por ser un mundo breve. 
Mas ya que lo es recelo
la mujer, pues ha sido un breve cielo;
y más beldad encierra
que el hombre, cuanto va de cielo a tierra;
y más si es la que miro. ",2,"['Nada me ha suspendido,', 'que todo lo tenía prevenido;', 'mas si admirar hubiera ', 'algo en el mundo, la hermosura fuera', 'de la mujer. Leía', 'una vez en los libros que tenía,', 'que lo que a Dios mayor estudio debe', 'era el hombre, por ser un mundo breve. ', 'Mas ya que lo es recelo', 'la mujer, pues ha sido un breve cielo;', 'y más beldad encierra', 'que el hombre, cuanto va de cielo a tierra;', 'y más si es la que miro. ']",13
96,ROSAURA,El Príncipe está aquí; yo me retiro.,2,['El Príncipe está aquí; yo me retiro.'],1
97,SEGISMUNDO,"Oye, mujer, deténte.
No juntes el ocaso y el oriente,
huyendo al primer paso;
que juntando el oriente y el ocaso, 
la lumbre y sombra fría,
serás sin duda síncopa del día.
  (Aparte.)  
Pero ¿qué es lo que veo?",2,"['Oye, mujer, deténte.', 'No juntes el ocaso y el oriente,', 'huyendo al primer paso;', 'que juntando el oriente y el ocaso, ', 'la lumbre y sombra fría,', 'serás sin duda síncopa del día.', '  (Aparte.)  ', 'Pero ¿qué es lo que veo?']",8
98,ROSAURA," (Aparte.)  
Lo mismo que estoy viendo, dudo y creo.",2,"[' (Aparte.)  ', 'Lo mismo que estoy viendo, dudo y creo.']",2
99,SEGISMUNDO," (Aparte.)  
Yo he visto esta belleza 
otra vez.",2,"[' (Aparte.)  ', 'Yo he visto esta belleza ', 'otra vez.']",3
100,ROSAURA," (Aparte.) 
Yo, esta pompa, esta grandeza
he visto reducida
a una estrecha prisión.",2,"[' (Aparte.) ', 'Yo, esta pompa, esta grandeza', 'he visto reducida', 'a una estrecha prisión.']",4
101,SEGISMUNDO," (Aparte. 
Ya hallé mi vida.)

Mujer, que aqueste nombre
es el mejor requiebro para el hombre 
¿quién eres? Que sin verte
adoración me debes; y de suerte
por la fe te conquisto
que me persuado a que otra vez te he visto.
¿Quién eres, mujer bella? ",2,"[' (Aparte. ', 'Ya hallé mi vida.)', 'Mujer, que aqueste nombre', 'es el mejor requiebro para el hombre ', '¿quién eres? Que sin verte', 'adoración me debes; y de suerte', 'por la fe te conquisto', 'que me persuado a que otra vez te he visto.', '¿Quién eres, mujer bella? ']",9
102,ROSAURA," (Aparte. 
Disimular me importa.) Soy de Estrella
una infelice dama.",2,"[' (Aparte. ', 'Disimular me importa.) Soy de Estrella', 'una infelice dama.']",3
103,SEGISMUNDO,"No digas tal; di el sol, a cuya llama
aquella estrella vive,
pues de tus rayos resplandor recibe. 
Yo vi en reino de olores
que presidía entre comunes flores
la deidad de la rosa;
y era su emperatriz por más hermosa.
Yo vi entre piedras finas 
de la docta academia de sus minas
preferir el diamante,
y ser su emperador por más brillante.
Yo en esas cortes bellas
de la inquieta república de estrellas 
vi en el lugar primero
por rey de las estrellas el lucero.
Yo en esferas perfectas,
llamando el sol a cortes los planetas,
le vi que presidía 
como mayor oráculo del día.
Pues ¿cómo, si entre flores, entre estrellas,
piedras, signos, planetas, las más bellas
prefieren, tú has servido
la de menos beldad, habiendo sido 

por más bella y hermosa,
sol, lucero, diamante, estrella y rosa?",2,"['No digas tal; di el sol, a cuya llama', 'aquella estrella vive,', 'pues de tus rayos resplandor recibe. ', 'Yo vi en reino de olores', 'que presidía entre comunes flores', 'la deidad de la rosa;', 'y era su emperatriz por más hermosa.', 'Yo vi entre piedras finas ', 'de la docta academia de sus minas', 'preferir el diamante,', 'y ser su emperador por más brillante.', 'Yo en esas cortes bellas', 'de la inquieta república de estrellas ', 'vi en el lugar primero', 'por rey de las estrellas el lucero.', 'Yo en esferas perfectas,', 'llamando el sol a cortes los planetas,', 'le vi que presidía ', 'como mayor oráculo del día.', 'Pues ¿cómo, si entre flores, entre estrellas,', 'piedras, signos, planetas, las más bellas', 'prefieren, tú has servido', 'la de menos beldad, habiendo sido ', 'por más bella y hermosa,', 'sol, lucero, diamante, estrella y rosa?']",25
104,CLOTALDO," (Aparte.)  
A Segismundo reducir deseo,
porque en fin lo he criado. Mas ¿qué veo?",2,"[' (Aparte.)  ', 'A Segismundo reducir deseo,', 'porque en fin lo he criado. Mas ¿qué veo?']",3
105,ROSAURA,"Tu favor reverencio. 
Respóndate retórico el silencio;
cuando tan torpe la razón se halla,
mejor habla, señor, quien mejor calla.",2,"['Tu favor reverencio. ', 'Respóndate retórico el silencio;', 'cuando tan torpe la razón se halla,', 'mejor habla, señor, quien mejor calla.']",4
106,SEGISMUNDO,"No has de ausentarte, espera.
¿Cómo quieres dejar desa manera 
a escuras mi sentido?",2,"['No has de ausentarte, espera.', '¿Cómo quieres dejar desa manera ', 'a escuras mi sentido?']",3
107,ROSAURA,Esta licencia a Vuestra Alteza pido.,2,['Esta licencia a Vuestra Alteza pido.'],1
